subject,movement,t_start,fs,win_samples,n_channels
156,WAK,17375,1000.0,250,7
156,WAK,17500,1000.0,250,7
156,WAK,17625,1000.0,250,7
156,WAK,17750,1000.0,250,7
156,WAK,17875,1000.0,250,7
156,WAK,18000,1000.0,250,7
156,WAK,18125,1000.0,250,7
156,WAK,18250,1000.0,250,7
156,WAK,18375,1000.0,250,7
156,WAK,18500,1000.0,250,7
156,WAK,18625,1000.0,250,7
156,WAK,18750,1000.0,250,7
156,WAK,18875,1000.0,250,7
156,WAK,19000,1000.0,250,7
156,WAK,19125,1000.0,250,7
156,WAK,19250,1000.0,250,7
156,WAK,19375,1000.0,250,7
156,WAK,19500,1000.0,250,7
156,WAK,19625,1000.0,250,7
156,WAK,19750,1000.0,250,7
156,WAK,19875,1000.0,250,7
156,WAK,20000,1000.0,250,7
156,WAK,20125,1000.0,250,7
156,WAK,20250,1000.0,250,7
156,WAK,20375,1000.0,250,7
156,WAK,20500,1000.0,250,7
156,WAK,20625,1000.0,250,7
156,WAK,20750,1000.0,250,7
156,WAK,20875,1000.0,250,7
156,WAK,21000,1000.0,250,7
156,WAK,21125,1000.0,250,7
156,WAK,21250,1000.0,250,7
156,WAK,21375,1000.0,250,7
156,WAK,21500,1000.0,250,7
156,WAK,21625,1000.0,250,7
156,WAK,21750,1000.0,250,7
156,WAK,21875,1000.0,250,7
156,WAK,22000,1000.0,250,7
156,WAK,22125,1000.0,250,7
156,WAK,22250,1000.0,250,7
156,WAK,22375,1000.0,250,7
156,WAK,29375,1000.0,250,7
156,WAK,29500,1000.0,250,7
156,WAK,29625,1000.0,250,7
156,WAK,29750,1000.0,250,7
156,WAK,29875,1000.0,250,7
156,WAK,30000,1000.0,250,7
156,WAK,30125,1000.0,250,7
156,WAK,30250,1000.0,250,7
156,WAK,30375,1000.0,250,7
156,WAK,30500,1000.0,250,7
156,STDUP,37995,1000.0,250,7
156,STDUP,38120,1000.0,250,7
156,STDUP,38245,1000.0,250,7
156,STDUP,38370,1000.0,250,7
156,STDUP,38495,1000.0,250,7
156,STDUP,38620,1000.0,250,7
156,STDUP,38745,1000.0,250,7
156,STDUP,38870,1000.0,250,7
156,STDUP,38995,1000.0,250,7
156,STDUP,39120,1000.0,250,7
156,STDUP,39245,1000.0,250,7
156,STDUP,39370,1000.0,250,7
156,STDUP,39495,1000.0,250,7
156,STDUP,39620,1000.0,250,7
156,STDUP,39745,1000.0,250,7
156,STDUP,39870,1000.0,250,7
156,WAK,41120,1000.0,250,7
156,WAK,41245,1000.0,250,7
156,WAK,41370,1000.0,250,7
156,WAK,41495,1000.0,250,7
156,WAK,41620,1000.0,250,7
156,WAK,41745,1000.0,250,7
156,WAK,41870,1000.0,250,7
156,WAK,41995,1000.0,250,7
156,WAK,42120,1000.0,250,7
156,WAK,47120,1000.0,250,7
156,WAK,47245,1000.0,250,7
156,WAK,47370,1000.0,250,7
156,WAK,47495,1000.0,250,7
156,WAK,47620,1000.0,250,7
156,WAK,47745,1000.0,250,7
156,WAK,47870,1000.0,250,7
156,WAK,47995,1000.0,250,7
156,WAK,48120,1000.0,250,7
156,WAK,48245,1000.0,250,7
156,WAK,48370,1000.0,250,7
156,WAK,48495,1000.0,250,7
156,WAK,48620,1000.0,250,7
156,WAK,48745,1000.0,250,7
156,WAK,48870,1000.0,250,7
156,WAK,48995,1000.0,250,7
156,WAK,49120,1000.0,250,7
156,WAK,49245,1000.0,250,7
156,WAK,49370,1000.0,250,7
156,WAK,49495,1000.0,250,7
156,WAK,49620,1000.0,250,7
156,WAK,49745,1000.0,250,7
156,WAK,49870,1000.0,250,7
156,WAK,49995,1000.0,250,7
156,WAK,50120,1000.0,250,7
156,WAK,50245,1000.0,250,7
156,WAK,50370,1000.0,250,7
156,WAK,50495,1000.0,250,7
156,WAK,50620,1000.0,250,7
156,WAK,50745,1000.0,250,7
156,WAK,50870,1000.0,250,7
156,WAK,50995,1000.0,250,7
156,WAK,51120,1000.0,250,7
156,WAK,51245,1000.0,250,7
156,WAK,51370,1000.0,250,7
156,WAK,51495,1000.0,250,7
156,WAK,51620,1000.0,250,7
156,WAK,51745,1000.0,250,7
156,WAK,51870,1000.0,250,7
156,WAK,51995,1000.0,250,7
156,WAK,52120,1000.0,250,7
156,WAK,52245,1000.0,250,7
156,WAK,52370,1000.0,250,7
156,WAK,52495,1000.0,250,7
156,WAK,52620,1000.0,250,7
156,DNS,52745,1000.0,250,7
156,DNS,52870,1000.0,250,7
156,DNS,52995,1000.0,250,7
156,DNS,53120,1000.0,250,7
156,DNS,53245,1000.0,250,7
156,DNS,53370,1000.0,250,7
156,DNS,53495,1000.0,250,7
156,DNS,53620,1000.0,250,7
156,DNS,53745,1000.0,250,7
156,DNS,53870,1000.0,250,7
156,DNS,53995,1000.0,250,7
156,DNS,54120,1000.0,250,7
156,DNS,54245,1000.0,250,7
156,DNS,54370,1000.0,250,7
156,DNS,54495,1000.0,250,7
156,DNS,54620,1000.0,250,7
156,DNS,54745,1000.0,250,7
156,WAK,54870,1000.0,250,7
156,WAK,54995,1000.0,250,7
156,WAK,55120,1000.0,250,7
156,WAK,55245,1000.0,250,7
156,WAK,55370,1000.0,250,7
156,WAK,55495,1000.0,250,7
156,WAK,55620,1000.0,250,7
156,WAK,55745,1000.0,250,7
156,WAK,55870,1000.0,250,7
156,WAK,55995,1000.0,250,7
156,WAK,56120,1000.0,250,7
156,WAK,56245,1000.0,250,7
156,WAK,56370,1000.0,250,7
156,WAK,56495,1000.0,250,7
156,WAK,56620,1000.0,250,7
156,WAK,56745,1000.0,250,7
156,WAK,56870,1000.0,250,7
156,WAK,56995,1000.0,250,7
156,WAK,57120,1000.0,250,7
156,WAK,57245,1000.0,250,7
156,WAK,57370,1000.0,250,7
156,WAK,57495,1000.0,250,7
156,WAK,57620,1000.0,250,7
156,WAK,57745,1000.0,250,7
156,WAK,57870,1000.0,250,7
156,WAK,57995,1000.0,250,7
156,WAK,58120,1000.0,250,7
156,WAK,58245,1000.0,250,7
156,WAK,58370,1000.0,250,7
156,WAK,58495,1000.0,250,7
156,STDUP,64530,1000.0,250,7
156,STDUP,64655,1000.0,250,7
156,STDUP,64780,1000.0,250,7
156,STDUP,64905,1000.0,250,7
156,STDUP,65030,1000.0,250,7
156,STDUP,65155,1000.0,250,7
156,STDUP,65280,1000.0,250,7
156,STDUP,65405,1000.0,250,7
156,STDUP,65530,1000.0,250,7
156,STDUP,65655,1000.0,250,7
156,STDUP,65780,1000.0,250,7
156,STDUP,65905,1000.0,250,7
156,STDUP,66030,1000.0,250,7
156,STDUP,66155,1000.0,250,7
156,STDUP,66280,1000.0,250,7
156,STDUP,66405,1000.0,250,7
156,WAK,67905,1000.0,250,7
156,WAK,68030,1000.0,250,7
156,WAK,68155,1000.0,250,7
156,WAK,68280,1000.0,250,7
156,WAK,68405,1000.0,250,7
156,WAK,68530,1000.0,250,7
156,WAK,68655,1000.0,250,7
156,WAK,68780,1000.0,250,7
156,WAK,68905,1000.0,250,7
156,WAK,69030,1000.0,250,7
156,WAK,69155,1000.0,250,7
156,WAK,69280,1000.0,250,7
156,WAK,69405,1000.0,250,7
156,WAK,69530,1000.0,250,7
156,WAK,69655,1000.0,250,7
156,WAK,69780,1000.0,250,7
156,WAK,69905,1000.0,250,7
156,WAK,70030,1000.0,250,7
156,WAK,70155,1000.0,250,7
156,WAK,70280,1000.0,250,7
156,WAK,70405,1000.0,250,7
156,WAK,70530,1000.0,250,7
156,WAK,70655,1000.0,250,7
156,WAK,70780,1000.0,250,7
156,WAK,70905,1000.0,250,7
156,WAK,71030,1000.0,250,7
156,WAK,71155,1000.0,250,7
156,WAK,71280,1000.0,250,7
156,UPS,71530,1000.0,250,7
156,UPS,71655,1000.0,250,7
156,UPS,71780,1000.0,250,7
156,UPS,71905,1000.0,250,7
156,UPS,72030,1000.0,250,7
156,UPS,72155,1000.0,250,7
156,UPS,72280,1000.0,250,7
156,UPS,72405,1000.0,250,7
156,UPS,72530,1000.0,250,7
156,UPS,72655,1000.0,250,7
156,UPS,72780,1000.0,250,7
156,UPS,72905,1000.0,250,7
156,UPS,73030,1000.0,250,7
156,UPS,73155,1000.0,250,7
156,UPS,73280,1000.0,250,7
156,UPS,73405,1000.0,250,7
156,UPS,73530,1000.0,250,7
156,WAK,73780,1000.0,250,7
156,WAK,73905,1000.0,250,7
156,WAK,74030,1000.0,250,7
156,WAK,74155,1000.0,250,7
156,WAK,74280,1000.0,250,7
156,WAK,74405,1000.0,250,7
156,WAK,74530,1000.0,250,7
156,WAK,74655,1000.0,250,7
156,WAK,74780,1000.0,250,7
156,WAK,74905,1000.0,250,7
156,WAK,75030,1000.0,250,7
156,WAK,75155,1000.0,250,7
156,WAK,75280,1000.0,250,7
156,WAK,75405,1000.0,250,7
156,WAK,75530,1000.0,250,7
156,WAK,75655,1000.0,250,7
156,WAK,75780,1000.0,250,7
156,WAK,75905,1000.0,250,7
156,WAK,76030,1000.0,250,7
156,WAK,76155,1000.0,250,7
156,WAK,76280,1000.0,250,7
156,WAK,76405,1000.0,250,7
156,WAK,76530,1000.0,250,7
156,WAK,76655,1000.0,250,7
156,WAK,76780,1000.0,250,7
156,WAK,76905,1000.0,250,7
156,WAK,77030,1000.0,250,7
156,WAK,77155,1000.0,250,7
156,WAK,77280,1000.0,250,7
156,WAK,77405,1000.0,250,7
156,WAK,77530,1000.0,250,7
156,WAK,77655,1000.0,250,7
156,WAK,77780,1000.0,250,7
156,WAK,77905,1000.0,250,7
156,WAK,83405,1000.0,250,7
156,WAK,83530,1000.0,250,7
156,WAK,83655,1000.0,250,7
156,WAK,83780,1000.0,250,7
156,WAK,83905,1000.0,250,7
156,WAK,84030,1000.0,250,7
156,WAK,84155,1000.0,250,7
156,WAK,84280,1000.0,250,7
156,STDUP,91130,1000.0,250,7
156,STDUP,91255,1000.0,250,7
156,STDUP,91380,1000.0,250,7
156,STDUP,91505,1000.0,250,7
156,STDUP,91630,1000.0,250,7
156,STDUP,91755,1000.0,250,7
156,STDUP,91880,1000.0,250,7
156,STDUP,92005,1000.0,250,7
156,STDUP,92130,1000.0,250,7
156,STDUP,92255,1000.0,250,7
156,STDUP,92380,1000.0,250,7
156,STDUP,92505,1000.0,250,7
156,STDUP,92630,1000.0,250,7
156,STDUP,92755,1000.0,250,7
156,STDUP,92880,1000.0,250,7
156,STDUP,93005,1000.0,250,7
156,WAK,94255,1000.0,250,7
156,WAK,94380,1000.0,250,7
156,WAK,94505,1000.0,250,7
156,WAK,94630,1000.0,250,7
156,WAK,94755,1000.0,250,7
156,WAK,94880,1000.0,250,7
156,WAK,95005,1000.0,250,7
156,WAK,99880,1000.0,250,7
156,WAK,100005,1000.0,250,7
156,WAK,100130,1000.0,250,7
156,WAK,100255,1000.0,250,7
156,WAK,100380,1000.0,250,7
156,WAK,100505,1000.0,250,7
156,WAK,100630,1000.0,250,7
156,WAK,100755,1000.0,250,7
156,WAK,100880,1000.0,250,7
156,WAK,101005,1000.0,250,7
156,WAK,101130,1000.0,250,7
156,WAK,101255,1000.0,250,7
156,WAK,101380,1000.0,250,7
156,WAK,101505,1000.0,250,7
156,WAK,101630,1000.0,250,7
156,WAK,101755,1000.0,250,7
156,WAK,101880,1000.0,250,7
156,WAK,102005,1000.0,250,7
156,WAK,102130,1000.0,250,7
156,WAK,102255,1000.0,250,7
156,WAK,102380,1000.0,250,7
156,WAK,102505,1000.0,250,7
156,WAK,102630,1000.0,250,7
156,WAK,102755,1000.0,250,7
156,WAK,102880,1000.0,250,7
156,WAK,103005,1000.0,250,7
156,WAK,103130,1000.0,250,7
156,WAK,103255,1000.0,250,7
156,WAK,103380,1000.0,250,7
156,WAK,103505,1000.0,250,7
156,WAK,103630,1000.0,250,7
156,WAK,103755,1000.0,250,7
156,WAK,103880,1000.0,250,7
156,WAK,104005,1000.0,250,7
156,WAK,104130,1000.0,250,7
156,DNS,104380,1000.0,250,7
156,DNS,104505,1000.0,250,7
156,DNS,104630,1000.0,250,7
156,DNS,104755,1000.0,250,7
156,DNS,104880,1000.0,250,7
156,DNS,105005,1000.0,250,7
156,DNS,105130,1000.0,250,7
156,DNS,105255,1000.0,250,7
156,DNS,105380,1000.0,250,7
156,DNS,105505,1000.0,250,7
156,DNS,105630,1000.0,250,7
156,DNS,105755,1000.0,250,7
156,DNS,105880,1000.0,250,7
156,DNS,106005,1000.0,250,7
156,DNS,106130,1000.0,250,7
156,DNS,106255,1000.0,250,7
156,DNS,106380,1000.0,250,7
156,DNS,106505,1000.0,250,7
156,DNS,106630,1000.0,250,7
156,WAK,106755,1000.0,250,7
156,WAK,106880,1000.0,250,7
156,WAK,107005,1000.0,250,7
156,WAK,107130,1000.0,250,7
156,WAK,107255,1000.0,250,7
156,WAK,107380,1000.0,250,7
156,WAK,107505,1000.0,250,7
156,WAK,107630,1000.0,250,7
156,WAK,107755,1000.0,250,7
156,WAK,107880,1000.0,250,7
156,WAK,108005,1000.0,250,7
156,WAK,108130,1000.0,250,7
156,WAK,108255,1000.0,250,7
156,WAK,108380,1000.0,250,7
156,WAK,108505,1000.0,250,7
156,WAK,108630,1000.0,250,7
156,WAK,108755,1000.0,250,7
156,WAK,108880,1000.0,250,7
156,WAK,109005,1000.0,250,7
156,WAK,109130,1000.0,250,7
156,WAK,109255,1000.0,250,7
156,WAK,109380,1000.0,250,7
156,WAK,109505,1000.0,250,7
156,WAK,109630,1000.0,250,7
156,WAK,109755,1000.0,250,7
156,WAK,109880,1000.0,250,7
156,WAK,110005,1000.0,250,7
156,WAK,110130,1000.0,250,7
156,WAK,110255,1000.0,250,7
156,WAK,110380,1000.0,250,7
156,WAK,110505,1000.0,250,7
156,WAK,110630,1000.0,250,7
156,WAK,110755,1000.0,250,7
156,WAK,110880,1000.0,250,7
156,WAK,111005,1000.0,250,7
156,WAK,111130,1000.0,250,7
156,WAK,111255,1000.0,250,7
156,WAK,111380,1000.0,250,7
156,WAK,111505,1000.0,250,7
156,WAK,111630,1000.0,250,7
156,WAK,111755,1000.0,250,7
156,WAK,111880,1000.0,250,7
156,STDUP,119305,1000.0,250,7
156,STDUP,119430,1000.0,250,7
156,STDUP,119555,1000.0,250,7
156,STDUP,119680,1000.0,250,7
156,STDUP,119805,1000.0,250,7
156,STDUP,119930,1000.0,250,7
156,STDUP,120055,1000.0,250,7
156,STDUP,120180,1000.0,250,7
156,STDUP,120305,1000.0,250,7
156,STDUP,120430,1000.0,250,7
156,STDUP,120555,1000.0,250,7
156,STDUP,120680,1000.0,250,7
156,STDUP,120805,1000.0,250,7
156,STDUP,120930,1000.0,250,7
156,STDUP,121055,1000.0,250,7
156,WAK,125180,1000.0,250,7
156,WAK,125305,1000.0,250,7
156,WAK,125430,1000.0,250,7
156,WAK,125555,1000.0,250,7
156,WAK,125680,1000.0,250,7
156,WAK,125805,1000.0,250,7
156,WAK,125930,1000.0,250,7
156,WAK,126055,1000.0,250,7
156,WAK,126180,1000.0,250,7
156,WAK,126305,1000.0,250,7
156,WAK,126430,1000.0,250,7
156,WAK,126555,1000.0,250,7
156,WAK,126680,1000.0,250,7
156,WAK,126805,1000.0,250,7
156,WAK,126930,1000.0,250,7
156,WAK,127055,1000.0,250,7
156,WAK,127180,1000.0,250,7
156,WAK,127305,1000.0,250,7
156,WAK,127430,1000.0,250,7
156,WAK,127555,1000.0,250,7
156,WAK,127680,1000.0,250,7
156,WAK,127805,1000.0,250,7
156,WAK,127930,1000.0,250,7
156,WAK,128055,1000.0,250,7
156,WAK,128180,1000.0,250,7
156,WAK,128305,1000.0,250,7
156,UPS,128430,1000.0,250,7
156,UPS,128555,1000.0,250,7
156,UPS,128680,1000.0,250,7
156,UPS,128805,1000.0,250,7
156,UPS,128930,1000.0,250,7
156,UPS,129055,1000.0,250,7
156,UPS,129180,1000.0,250,7
156,UPS,129305,1000.0,250,7
156,UPS,129430,1000.0,250,7
156,UPS,129555,1000.0,250,7
156,UPS,129680,1000.0,250,7
156,UPS,129805,1000.0,250,7
156,UPS,129930,1000.0,250,7
156,UPS,130055,1000.0,250,7
156,UPS,130180,1000.0,250,7
156,UPS,130305,1000.0,250,7
156,UPS,130430,1000.0,250,7
156,WAK,130555,1000.0,250,7
156,WAK,130680,1000.0,250,7
156,WAK,130805,1000.0,250,7
156,WAK,130930,1000.0,250,7
156,WAK,131055,1000.0,250,7
156,WAK,131180,1000.0,250,7
156,WAK,131305,1000.0,250,7
156,WAK,131430,1000.0,250,7
156,WAK,131555,1000.0,250,7
156,WAK,131680,1000.0,250,7
156,WAK,131805,1000.0,250,7
156,WAK,131930,1000.0,250,7
156,WAK,132055,1000.0,250,7
156,WAK,132180,1000.0,250,7
156,WAK,132305,1000.0,250,7
156,WAK,132430,1000.0,250,7
156,WAK,132555,1000.0,250,7
156,WAK,132680,1000.0,250,7
156,WAK,132805,1000.0,250,7
156,WAK,132930,1000.0,250,7
156,WAK,133055,1000.0,250,7
156,WAK,133180,1000.0,250,7
156,WAK,133305,1000.0,250,7
156,WAK,133430,1000.0,250,7
156,WAK,133555,1000.0,250,7
156,WAK,133680,1000.0,250,7
156,WAK,133805,1000.0,250,7
156,WAK,133930,1000.0,250,7
156,WAK,134055,1000.0,250,7
156,WAK,134180,1000.0,250,7
156,WAK,134305,1000.0,250,7
156,WAK,139805,1000.0,250,7
156,WAK,139930,1000.0,250,7
156,WAK,140055,1000.0,250,7
156,WAK,140180,1000.0,250,7
156,WAK,140305,1000.0,250,7
156,WAK,140430,1000.0,250,7
156,WAK,140555,1000.0,250,7
156,WAK,140680,1000.0,250,7
156,WAK,140805,1000.0,250,7
156,STDUP,147540,1000.0,250,7
156,STDUP,147665,1000.0,250,7
156,STDUP,147790,1000.0,250,7
156,STDUP,147915,1000.0,250,7
156,STDUP,148040,1000.0,250,7
156,STDUP,148165,1000.0,250,7
156,STDUP,148290,1000.0,250,7
156,STDUP,148415,1000.0,250,7
156,STDUP,148540,1000.0,250,7
156,STDUP,148665,1000.0,250,7
156,STDUP,148790,1000.0,250,7
156,STDUP,148915,1000.0,250,7
156,STDUP,149040,1000.0,250,7
156,STDUP,149165,1000.0,250,7
156,STDUP,149290,1000.0,250,7
156,STDUP,149415,1000.0,250,7
156,WAK,150415,1000.0,250,7
156,WAK,150540,1000.0,250,7
156,WAK,150665,1000.0,250,7
156,WAK,150790,1000.0,250,7
156,WAK,150915,1000.0,250,7
156,WAK,151040,1000.0,250,7
156,WAK,151165,1000.0,250,7
156,WAK,151290,1000.0,250,7
156,WAK,151415,1000.0,250,7
156,WAK,151540,1000.0,250,7
156,WAK,156165,1000.0,250,7
156,WAK,156290,1000.0,250,7
156,WAK,156415,1000.0,250,7
156,WAK,156540,1000.0,250,7
156,WAK,156665,1000.0,250,7
156,WAK,156790,1000.0,250,7
156,WAK,156915,1000.0,250,7
156,WAK,157040,1000.0,250,7
156,WAK,157165,1000.0,250,7
156,WAK,157290,1000.0,250,7
156,WAK,157415,1000.0,250,7
156,WAK,157540,1000.0,250,7
156,WAK,157665,1000.0,250,7
156,WAK,157790,1000.0,250,7
156,WAK,157915,1000.0,250,7
156,WAK,158040,1000.0,250,7
156,WAK,158165,1000.0,250,7
156,WAK,158290,1000.0,250,7
156,WAK,158415,1000.0,250,7
156,WAK,158540,1000.0,250,7
156,WAK,158665,1000.0,250,7
156,WAK,158790,1000.0,250,7
156,WAK,158915,1000.0,250,7
156,WAK,159040,1000.0,250,7
156,WAK,159165,1000.0,250,7
156,WAK,159290,1000.0,250,7
156,WAK,159415,1000.0,250,7
156,WAK,159540,1000.0,250,7
156,DNS,159790,1000.0,250,7
156,DNS,159915,1000.0,250,7
156,DNS,160040,1000.0,250,7
156,DNS,160165,1000.0,250,7
156,DNS,160290,1000.0,250,7
156,DNS,160415,1000.0,250,7
156,DNS,160540,1000.0,250,7
156,DNS,160665,1000.0,250,7
156,DNS,160790,1000.0,250,7
156,DNS,160915,1000.0,250,7
156,DNS,161040,1000.0,250,7
156,DNS,161165,1000.0,250,7
156,DNS,161290,1000.0,250,7
156,DNS,161415,1000.0,250,7
156,DNS,161540,1000.0,250,7
156,WAK,161665,1000.0,250,7
156,WAK,161790,1000.0,250,7
156,WAK,161915,1000.0,250,7
156,WAK,162040,1000.0,250,7
156,WAK,162165,1000.0,250,7
156,WAK,162290,1000.0,250,7
156,WAK,162415,1000.0,250,7
156,WAK,162540,1000.0,250,7
156,WAK,162665,1000.0,250,7
156,WAK,162790,1000.0,250,7
156,WAK,162915,1000.0,250,7
156,WAK,163040,1000.0,250,7
156,WAK,163165,1000.0,250,7
156,WAK,163290,1000.0,250,7
156,WAK,163415,1000.0,250,7
156,WAK,163540,1000.0,250,7
156,WAK,163665,1000.0,250,7
156,WAK,163790,1000.0,250,7
156,WAK,163915,1000.0,250,7
156,WAK,164040,1000.0,250,7
156,WAK,164165,1000.0,250,7
156,WAK,164290,1000.0,250,7
156,WAK,164415,1000.0,250,7
156,WAK,164540,1000.0,250,7
156,STDUP,170195,1000.0,250,7
156,STDUP,170320,1000.0,250,7
156,STDUP,170445,1000.0,250,7
156,STDUP,170570,1000.0,250,7
156,STDUP,170695,1000.0,250,7
156,STDUP,170820,1000.0,250,7
156,STDUP,170945,1000.0,250,7
156,STDUP,171070,1000.0,250,7
156,STDUP,171195,1000.0,250,7
156,STDUP,171320,1000.0,250,7
156,STDUP,171445,1000.0,250,7
156,STDUP,171570,1000.0,250,7
156,STDUP,171695,1000.0,250,7
156,STDUP,171820,1000.0,250,7
156,STDUP,171945,1000.0,250,7
156,STDUP,172070,1000.0,250,7
156,WAK,173195,1000.0,250,7
156,WAK,173320,1000.0,250,7
156,WAK,173445,1000.0,250,7
156,WAK,173570,1000.0,250,7
156,WAK,173695,1000.0,250,7
156,WAK,173820,1000.0,250,7
156,WAK,173945,1000.0,250,7
156,WAK,174070,1000.0,250,7
156,WAK,174195,1000.0,250,7
156,WAK,174320,1000.0,250,7
156,WAK,174445,1000.0,250,7
156,WAK,174570,1000.0,250,7
156,WAK,174695,1000.0,250,7
156,WAK,174820,1000.0,250,7
156,WAK,174945,1000.0,250,7
156,WAK,175070,1000.0,250,7
156,WAK,175195,1000.0,250,7
156,WAK,175320,1000.0,250,7
156,WAK,175445,1000.0,250,7
156,WAK,175570,1000.0,250,7
156,WAK,175695,1000.0,250,7
156,WAK,175820,1000.0,250,7
156,WAK,175945,1000.0,250,7
156,WAK,176070,1000.0,250,7
156,WAK,176195,1000.0,250,7
156,UPS,176320,1000.0,250,7
156,UPS,176445,1000.0,250,7
156,UPS,176570,1000.0,250,7
156,UPS,176695,1000.0,250,7
156,UPS,176820,1000.0,250,7
156,UPS,176945,1000.0,250,7
156,UPS,177070,1000.0,250,7
156,UPS,177195,1000.0,250,7
156,UPS,177320,1000.0,250,7
156,UPS,177445,1000.0,250,7
156,UPS,177570,1000.0,250,7
156,UPS,177695,1000.0,250,7
156,UPS,177820,1000.0,250,7
156,UPS,177945,1000.0,250,7
156,UPS,178070,1000.0,250,7
156,UPS,178195,1000.0,250,7
156,UPS,178320,1000.0,250,7
156,WAK,178445,1000.0,250,7
156,WAK,178570,1000.0,250,7
156,WAK,178695,1000.0,250,7
156,WAK,178820,1000.0,250,7
156,WAK,178945,1000.0,250,7
156,WAK,179070,1000.0,250,7
156,WAK,179195,1000.0,250,7
156,WAK,179320,1000.0,250,7
156,WAK,179445,1000.0,250,7
156,WAK,179570,1000.0,250,7
156,WAK,179695,1000.0,250,7
156,WAK,179820,1000.0,250,7
156,WAK,179945,1000.0,250,7
156,WAK,180070,1000.0,250,7
156,WAK,180195,1000.0,250,7
156,WAK,180320,1000.0,250,7
156,WAK,180445,1000.0,250,7
156,WAK,180570,1000.0,250,7
156,WAK,180695,1000.0,250,7
156,WAK,180820,1000.0,250,7
156,WAK,180945,1000.0,250,7
156,WAK,181070,1000.0,250,7
156,WAK,181195,1000.0,250,7
156,WAK,181320,1000.0,250,7
156,WAK,181445,1000.0,250,7
156,WAK,181570,1000.0,250,7
156,WAK,181695,1000.0,250,7
156,WAK,181820,1000.0,250,7
156,WAK,181945,1000.0,250,7
156,WAK,187820,1000.0,250,7
156,WAK,187945,1000.0,250,7
